apt_id,apt_name,apt_street,apt_city,apt_state,apt_zip,apt_phone,apt_num_rentals,apt_num_reviews,apt_avg_review,apt_latitude,apt_longtitude,apt_description
9yyrgl4,MAA Briarcliff,500 Briarvista Way,Atlanta,GA,30329,844-455-9499,77,16,4.2,33.8157,-84.33068,"""TOUR YOUR WAY! We have a tour to fit your needs- virtual, self-guided, or with a leasing agent. MAA Briarcliff Apartments are waiting for you in the beautiful Druid Hills community in Atlanta! Our luxury apartment homes will have you close to all that Atlanta has to offer, like Decatur, Virginia Highlands, Buckhead and downtown where you'll have unlimited access to great restaurants, shops and nightlife. And for those who need to be close to Emory University, you'll be less than 10 minutes away. If you're looking to live a greener lifestyle, our community offers an urban vegetable garden, on-site recycling center and free electric car charging stations. In addition, your new apartment will be pet-friendly and may also be upgraded with a gas fireplace or a sunroom. Other amenities include two pools and two tennis courts on the grounds. And you'll always feel comfortable with our controlled-access entry gate and remote controlled garages."""
cjj7qwe,MAA Gardens,1020 Lenox Park Blvd NE,Atlanta,GA,30319,844-275-7977,49,9,4.9,33.84963,-84.3491,"""TOUR YOUR WAY! We have a tour to fit your needs- virtual, self-guided, or with a leasing agent. Find luxury apartment living that feels like a vacation, but is close to the city at MAA Gardens. Located near Buckhead, everything you need is right outside your door like great restaurants, entertainment and nightlife. And you're also only a short walk away from shopping at Phipps Plaza and Lenox Square where you'll also be able to hop on the MARTA to wherever you'd like to go. You're also right near GA 141 and I-85, which can take you wherever you need to be. When you come home to your new pet-friendly community, you'll find a gated community with covered parking . Take advantage of the resort-style pool and two lighted tennis courts, and be sure to utilize the complementary electric car charging stations as well. Inside your apartment, you'll love our spacious apartments and the fireplaces and balconies or sunrooms that some of our apartments offer."""
tkzyz39,Arbor Mill,1850 Graves Rd,Norcross,GA,30093,844-327-3452,6,nan,nan,33.90499,-84.22571,"'Looking for Apartments in Gwinnett County, GA, Look no Further than Arbor Mill Apartment Homes! Located Close to the City, while Nestled in Tranquility.Our Elegant Apartments in Norcross, GA are Recently Renovated and come with a Fully Equipped Kitchen, Vaulted Ceilings, Large Patios and Walk-in Closets. Thoughtfulness has gone into every phase to ensure that you will enjoy calling us home.Stop By Today to Take a Tour of our One and Two Bedroom Apartment Homes, as well as our Exclusive Studio Apartments Today!'"
gbty2fy,Peninsula at Buckhead,2591 Piedmont Rd NE,Atlanta,GA,30324,678-814-1036,34,12,4.4,33.82553,-84.36653,"'Peninsula at Buckhead is the address for beautiful apartments in Atlanta, Georgia. There is natural lighting in every home and walk-in closets to help keep you organized. The kitchens have an open plan with beautiful cabinets & counter tops and built-in appliances. Our north Atlanta apartments offer beautifully appointed floor plans. Our website is designed to provide information to assist a prospective Atlanta apartment renter in the decision making process. This is all available through a ""Virtual Leasing Office"" that is open 24 hours a day via this website - basically everything a website visitor needs to make a rental decision and then start the application process online. The website also features services of convenience for our Lindbergh/Morosgo apartment residents. If you are searching for an apartment in Lindbergh/Morosgo, then come to Penninsula at Buckhead and enjoy the best apartments in Atlanta, GA. Please call for an appointment today.'"
r9nw601,The Pointe at Vinings,50 Adams Lake Blvd,Atlanta,GA,30339,844-738-4216,25,3,4.9,33.87662,-84.47028,"'There’s no limit to the luxury you’ll experience at The Pointe at Vinings. Live, work, and play in our resort-inspired community.Currently undergoing an exciting redevelopment, this pet friendly community has all the amenities your or your four-legged friend could want. Each floor plan features lofty ceilings, large walk-in closets, cozy fireplaces, and elegant, Palladian windows with scenic views.Our apartments are more than just a place to lay your head; they’re an opportunity to live like you’ve always wanted. You’ll be inspired to become a master chef in our gourmet kitchens, complete with granite countertops and energy efficient, stainless steel appliances.Unlike most apartments for rent in Atlanta, The Pointe at Vinings offers residents full access to a range of community amenities. They include a self-serve community car wash, a pet washing and grooming station, an outdoor theater and grilling stations, and a full-service business center. We also have a thriving vegetable garden where you can grow your own produce organically.And finally, exercise enthusiasts can take comfort in the fact that you may never pay a gym bill again thanks to our brand new fitness facility with the latest workout equipment. Get your heart rate up using our various cardio machines or take advantage of our free weights, interactive aerobics TVs, or live training on our Peloton cycles. We also offer a lighted multi-sport court and two lighted tennis courts. What more could you ask for?Discover your next home now; browse our 1, 2, or 3 bedroom floor plans.'"
plg19fs,The Pointe at Lindbergh,485 Lindbergh Pl NE,Atlanta,GA,30324,844-778-5193,19,8,4.8,33.81978,-84.37107,"'The Pointe at Lindbergh isn’t like most apartments for rent in Atlanta. Located in prestigious Buckhead, our apartment community is a haven of peace and tranquility. Enjoy lush scenery from your secluded balcony, revel in the elegance of soaring 10-foot ceilings with crown molding, and create culinary masterpieces in your gourmet kitchen.Each home features Shaker-style cabinetry, granite countertops, and an abundance of storage space. And as if that wasn’t enough, our community amenities are equally as impressive: a fully equipped fitness center, two swimming pools and a brand new clubhouse, just to name a few.When it comes to apartments in Atlanta, nothing compares to The Pointe at Lindbergh. Simply put, we offer luxury living at its finest; all that’s missing is you. Browse our studio, 1, 2, or 3 bedroom floor plans, then contact us to schedule a personal tour of the community.'"
nvfxq1q,Residences at Chastain,4011 Roswell Rd,Atlanta,GA,30342,678-809-7096,15,25,4.9,33.86397,-84.38008,"'From distinguished home features and must-have amenities to nearby restaurants, retail and recreation, discover what makes the residences at Chastain a distinct new experience in the art of living well.With 7 different floor plan options, The Residences at Chastain apartment homes offer a boutique collection of apartment homes with modern, open layouts to fit any lifestyle. Our one and two bedroom plans range from 721 square feet to 1408 square feet.'"
b1pebl9,SkyHouse South,100 6th St,Atlanta,GA,30308,404-382-5484,50,13,4.6,33.77775,-84.38317,"""Located at the heart of Midtown, SkyHouse(R) South is the perfect location for those seeking a modern & sophisticated residences in the city's most bustling community. Within walking distance of MARTA, as well as many fine dining options and vibrant nightlife, SkyHouse(R) South provides access to the best Atlanta has to offer. Choose from our studio, 1, 2, or 3 bedroom rentals. Entertain in the spacious 23rd-floor SkyLounge, refresh on the SkyDeck in our rooftop pool, rejuvenate in the 24-hour SkyFit gym, or whip up a chef's dinner in our SkyKitchen!. SkyHouse South 404-445-0650 100 6th Street, Atlanta, Georgia, 30308"""
nml0gvq,The Aster Buckhead,2900 Pharr Court South,Atlanta,GA,30305,844-320-3204,16,30,4.4,33.83489,-84.38673,"'We are now accepting in-person and self-guided tours via schedule appointments only. Our virtual tours are also available. Call us to schedule yours today!Located on a residential cul-de-sac, The Aster Buckhead is Atlanta’s most prestigious address. The Aster Buckhead offers a carefree lifestyle, which defines luxurious living, from its elegant interiors to the most sought-after amenities.The Aster Buckhead is unique, and in the heart of the action with all that Buckhead has to offer.'"
2v3ve0c,Collier Ridge,100 Noble Creek Dr,Atlanta,GA,30327,404-537-2837,13,13,3.1,33.81503,-84.42562,"'Introducing Collier Ridge Apartments, where we show you how good life can be. A fabulous fusion between upscale elegance and high-level comfort, our community brings you one, two, and three-bedroom apartments in the western part of Atlanta, GA. Found in the charming neighborhood of Buckhead, our homes are not only amenity-rich but also near everywhere you want to be, from Downtown to Georgia Tech. We welcome pets, too!Our 100 Noble Creek Dr NW address has easy access to major roads and public transportation options, including Howell Mill Road NW, Collier Road NW, Moores Mill Road NW, and Midtown Transit Station. This allows for a quick commute to tons of big businesses and popular attractions, such as Mercedes Benz Stadium, Piedmont Park, Centennial Olympic Park, the Georgia Institute of Technology or Fox Theatre. Even better, we are less than 15 minutes away from shopping & dining and peaceful green spaces like Atlanta Memorial Park and Bobby Jones Golf Course.When you want to sit back and relax, Collier Ridge Apartments has just what you need. There is always something to do when you have a resort-style swimming pool, lighted tennis court, sundeck, 24-hour fitness center, and renovated clubhouse right on site. As for our apartments, you’ll be impressed by the energy-saving appliances, granite countertops, air conditioners, fireplaces, W/D connections, and more. Check out our gallery to see them all!Give us a call or schedule a private tour. We can’t wait to show you more reasons why our West Midtown apartments are the place to be!'"
